,LMA,MinPrice,MaxPrice,MARKET,STRATEGY,OUT
1223,260,18,18,1.575018738820436,1.0,-0.575018738820436
1206,260,16,2,1.575018738820436,1.0,-0.575018738820436
1208,260,16,6,1.575018738820436,1.0,-0.575018738820436
1209,260,16,8,1.575018738820436,1.0,-0.575018738820436
1210,260,16,10,1.575018738820436,1.0,-0.575018738820436
1211,260,16,12,1.575018738820436,1.0,-0.575018738820436
1212,260,16,14,1.575018738820436,1.0,-0.575018738820436
1213,260,16,16,1.575018738820436,1.0,-0.575018738820436
1215,260,18,2,1.575018738820436,1.0,-0.575018738820436
1216,260,18,4,1.575018738820436,1.0,-0.575018738820436
1217,260,18,6,1.575018738820436,1.0,-0.575018738820436
1218,260,18,8,1.575018738820436,1.0,-0.575018738820436
1219,260,18,10,1.575018738820436,1.0,-0.575018738820436
1220,260,18,12,1.575018738820436,1.0,-0.575018738820436
1221,260,18,14,1.575018738820436,1.0,-0.575018738820436
1222,260,18,16,1.575018738820436,1.0,-0.575018738820436
1189,260,12,4,1.575018738820436,1.0,-0.575018738820436
1207,260,16,4,1.575018738820436,1.0,-0.575018738820436
1214,260,16,18,1.575018738820436,1.0,-0.575018738820436
1205,260,14,18,1.575018738820436,1.0,-0.575018738820436
1197,260,14,2,1.575018738820436,1.0,-0.575018738820436
1190,260,12,6,1.575018738820436,1.0,-0.575018738820436
1204,260,14,16,1.575018738820436,1.0,-0.575018738820436
1191,260,12,8,1.575018738820436,1.0,-0.575018738820436
1192,260,12,10,1.575018738820436,1.0,-0.575018738820436
1193,260,12,12,1.575018738820436,1.0,-0.575018738820436
1195,260,12,16,1.575018738820436,1.0,-0.575018738820436
1196,260,12,18,1.575018738820436,1.0,-0.575018738820436
1194,260,12,14,1.575018738820436,1.0,-0.575018738820436
1198,260,14,4,1.575018738820436,1.0,-0.575018738820436
1199,260,14,6,1.575018738820436,1.0,-0.575018738820436
1200,260,14,8,1.575018738820436,1.0,-0.575018738820436
1201,260,14,10,1.575018738820436,1.0,-0.575018738820436
1202,260,14,12,1.575018738820436,1.0,-0.575018738820436
1203,260,14,14,1.575018738820436,1.0,-0.575018738820436
1100,250,8,6,1.7803934936401067,1.0,-0.7803934936401067
1107,250,10,2,1.7803934936401067,1.0,-0.7803934936401067
1101,250,8,8,1.7803934936401067,1.0,-0.7803934936401067
1102,250,8,10,1.7803934936401067,1.0,-0.7803934936401067
1103,250,8,12,1.7803934936401067,1.0,-0.7803934936401067
1104,250,8,14,1.7803934936401067,1.0,-0.7803934936401067
1105,250,8,16,1.7803934936401067,1.0,-0.7803934936401067
1106,250,8,18,1.7803934936401067,1.0,-0.7803934936401067
1114,250,10,16,1.7803934936401067,1.0,-0.7803934936401067
1108,250,10,4,1.7803934936401067,1.0,-0.7803934936401067
1109,250,10,6,1.7803934936401067,1.0,-0.7803934936401067
1110,250,10,8,1.7803934936401067,1.0,-0.7803934936401067
1111,250,10,10,1.7803934936401067,1.0,-0.7803934936401067
1112,250,10,12,1.7803934936401067,1.0,-0.7803934936401067
1113,250,10,14,1.7803934936401067,1.0,-0.7803934936401067
1097,250,6,18,1.7803934936401067,1.0,-0.7803934936401067
1099,250,8,4,1.7803934936401067,1.0,-0.7803934936401067
1080,250,4,2,1.7803934936401067,1.0,-0.7803934936401067
1096,250,6,16,1.7803934936401067,1.0,-0.7803934936401067
1095,250,6,14,1.7803934936401067,1.0,-0.7803934936401067
1116,250,12,2,1.7803934936401067,1.0,-0.7803934936401067
1081,250,4,4,1.7803934936401067,1.0,-0.7803934936401067
1082,250,4,6,1.7803934936401067,1.0,-0.7803934936401067
1083,250,4,8,1.7803934936401067,1.0,-0.7803934936401067
1084,250,4,10,1.7803934936401067,1.0,-0.7803934936401067
1085,250,4,12,1.7803934936401067,1.0,-0.7803934936401067
1086,250,4,14,1.7803934936401067,1.0,-0.7803934936401067
1087,250,4,16,1.7803934936401067,1.0,-0.7803934936401067
1088,250,4,18,1.7803934936401067,1.0,-0.7803934936401067
1089,250,6,2,1.7803934936401067,1.0,-0.7803934936401067
1090,250,6,4,1.7803934936401067,1.0,-0.7803934936401067
1091,250,6,6,1.7803934936401067,1.0,-0.7803934936401067
1092,250,6,8,1.7803934936401067,1.0,-0.7803934936401067
1093,250,6,10,1.7803934936401067,1.0,-0.7803934936401067
1094,250,6,12,1.7803934936401067,1.0,-0.7803934936401067
1115,250,10,18,1.7803934936401067,1.0,-0.7803934936401067
1098,250,8,2,1.7803934936401067,1.0,-0.7803934936401067
1117,250,12,4,1.7803934936401067,1.0,-0.7803934936401067
1135,250,16,4,1.7803934936401067,1.0,-0.7803934936401067
1137,250,16,8,1.7803934936401067,1.0,-0.7803934936401067
1138,250,16,10,1.7803934936401067,1.0,-0.7803934936401067
1139,250,16,12,1.7803934936401067,1.0,-0.7803934936401067
1140,250,16,14,1.7803934936401067,1.0,-0.7803934936401067
1141,250,16,16,1.7803934936401067,1.0,-0.7803934936401067
1142,250,16,18,1.7803934936401067,1.0,-0.7803934936401067
1143,250,18,2,1.7803934936401067,1.0,-0.7803934936401067
1144,250,18,4,1.7803934936401067,1.0,-0.7803934936401067
1145,250,18,6,1.7803934936401067,1.0,-0.7803934936401067
1146,250,18,8,1.7803934936401067,1.0,-0.7803934936401067
1147,250,18,10,1.7803934936401067,1.0,-0.7803934936401067
1148,250,18,12,1.7803934936401067,1.0,-0.7803934936401067
1149,250,18,14,1.7803934936401067,1.0,-0.7803934936401067
1150,250,18,16,1.7803934936401067,1.0,-0.7803934936401067
1118,250,12,6,1.7803934936401067,1.0,-0.7803934936401067
1136,250,16,6,1.7803934936401067,1.0,-0.7803934936401067
1151,250,18,18,1.7803934936401067,1.0,-0.7803934936401067
1134,250,16,2,1.7803934936401067,1.0,-0.7803934936401067
1126,250,14,4,1.7803934936401067,1.0,-0.7803934936401067
1120,250,12,10,1.7803934936401067,1.0,-0.7803934936401067
1121,250,12,12,1.7803934936401067,1.0,-0.7803934936401067
1122,250,12,14,1.7803934936401067,1.0,-0.7803934936401067
1123,250,12,16,1.7803934936401067,1.0,-0.7803934936401067
1124,250,12,18,1.7803934936401067,1.0,-0.7803934936401067
1125,250,14,2,1.7803934936401067,1.0,-0.7803934936401067
1119,250,12,8,1.7803934936401067,1.0,-0.7803934936401067
1127,250,14,6,1.7803934936401067,1.0,-0.7803934936401067
1129,250,14,10,1.7803934936401067,1.0,-0.7803934936401067
1130,250,14,12,1.7803934936401067,1.0,-0.7803934936401067
1131,250,14,14,1.7803934936401067,1.0,-0.7803934936401067
1132,250,14,16,1.7803934936401067,1.0,-0.7803934936401067
1133,250,14,18,1.7803934936401067,1.0,-0.7803934936401067
1128,250,14,8,1.7803934936401067,1.0,-0.7803934936401067
1034,240,8,18,2.1410594239421017,1.0,-1.1410594239421017
1028,240,8,6,2.1410594239421017,1.0,-1.1410594239421017
1029,240,8,8,2.1410594239421017,1.0,-1.1410594239421017
1030,240,8,10,2.1410594239421017,1.0,-1.1410594239421017
1031,240,8,12,2.1410594239421017,1.0,-1.1410594239421017
1032,240,8,14,2.1410594239421017,1.0,-1.1410594239421017
1033,240,8,16,2.1410594239421017,1.0,-1.1410594239421017
1038,240,10,8,2.1410594239421017,1.0,-1.1410594239421017
1035,240,10,2,2.1410594239421017,1.0,-1.1410594239421017
1036,240,10,4,2.1410594239421017,1.0,-1.1410594239421017
1037,240,10,6,2.1410594239421017,1.0,-1.1410594239421017
1039,240,10,10,2.1410594239421017,1.0,-1.1410594239421017
1040,240,10,12,2.1410594239421017,1.0,-1.1410594239421017
1041,240,10,14,2.1410594239421017,1.0,-1.1410594239421017
1027,240,8,4,2.1410594239421017,1.0,-1.1410594239421017
1042,240,10,16,2.1410594239421017,1.0,-1.1410594239421017
1019,240,6,6,2.1410594239421017,1.0,-1.1410594239421017
1026,240,8,2,2.1410594239421017,1.0,-1.1410594239421017
1025,240,6,18,2.1410594239421017,1.0,-1.1410594239421017
1010,240,4,6,2.1410594239421017,1.0,-1.1410594239421017
1011,240,4,8,2.1410594239421017,1.0,-1.1410594239421017
1012,240,4,10,2.1410594239421017,1.0,-1.1410594239421017
1013,240,4,12,2.1410594239421017,1.0,-1.1410594239421017
1014,240,4,14,2.1410594239421017,1.0,-1.1410594239421017
1015,240,4,16,2.1410594239421017,1.0,-1.1410594239421017
1016,240,4,18,2.1410594239421017,1.0,-1.1410594239421017
1017,240,6,2,2.1410594239421017,1.0,-1.1410594239421017
1018,240,6,4,2.1410594239421017,1.0,-1.1410594239421017
1044,240,12,2,2.1410594239421017,1.0,-1.1410594239421017
1020,240,6,8,2.1410594239421017,1.0,-1.1410594239421017
1021,240,6,10,2.1410594239421017,1.0,-1.1410594239421017
1022,240,6,12,2.1410594239421017,1.0,-1.1410594239421017
1023,240,6,14,2.1410594239421017,1.0,-1.1410594239421017
1024,240,6,16,2.1410594239421017,1.0,-1.1410594239421017
1043,240,10,18,2.1410594239421017,1.0,-1.1410594239421017
1052,240,12,18,2.1410594239421017,1.0,-1.1410594239421017
1045,240,12,4,2.1410594239421017,1.0,-1.1410594239421017
1071,240,18,2,2.1410594239421017,1.0,-1.1410594239421017
1065,240,16,8,2.1410594239421017,1.0,-1.1410594239421017
1066,240,16,10,2.1410594239421017,1.0,-1.1410594239421017
1067,240,16,12,2.1410594239421017,1.0,-1.1410594239421017
1068,240,16,14,2.1410594239421017,1.0,-1.1410594239421017
1069,240,16,16,2.1410594239421017,1.0,-1.1410594239421017
1070,240,16,18,2.1410594239421017,1.0,-1.1410594239421017
1072,240,18,4,2.1410594239421017,1.0,-1.1410594239421017
1063,240,16,4,2.1410594239421017,1.0,-1.1410594239421017
1073,240,18,6,2.1410594239421017,1.0,-1.1410594239421017
1074,240,18,8,2.1410594239421017,1.0,-1.1410594239421017
1075,240,18,10,2.1410594239421017,1.0,-1.1410594239421017
1076,240,18,12,2.1410594239421017,1.0,-1.1410594239421017
1077,240,18,14,2.1410594239421017,1.0,-1.1410594239421017
1078,240,18,16,2.1410594239421017,1.0,-1.1410594239421017
1064,240,16,6,2.1410594239421017,1.0,-1.1410594239421017
1062,240,16,2,2.1410594239421017,1.0,-1.1410594239421017
1046,240,12,6,2.1410594239421017,1.0,-1.1410594239421017
1053,240,14,2,2.1410594239421017,1.0,-1.1410594239421017
1047,240,12,8,2.1410594239421017,1.0,-1.1410594239421017
1048,240,12,10,2.1410594239421017,1.0,-1.1410594239421017
1049,240,12,12,2.1410594239421017,1.0,-1.1410594239421017
1050,240,12,14,2.1410594239421017,1.0,-1.1410594239421017
1051,240,12,16,2.1410594239421017,1.0,-1.1410594239421017
1008,240,4,2,2.1410594239421017,1.0,-1.1410594239421017
1054,240,14,4,2.1410594239421017,1.0,-1.1410594239421017
1061,240,14,18,2.1410594239421017,1.0,-1.1410594239421017
1055,240,14,6,2.1410594239421017,1.0,-1.1410594239421017
1056,240,14,8,2.1410594239421017,1.0,-1.1410594239421017
1057,240,14,10,2.1410594239421017,1.0,-1.1410594239421017
1058,240,14,12,2.1410594239421017,1.0,-1.1410594239421017
1059,240,14,14,2.1410594239421017,1.0,-1.1410594239421017
1060,240,14,16,2.1410594239421017,1.0,-1.1410594239421017
1009,240,4,4,2.1410594239421017,1.0,-1.1410594239421017
1079,240,18,18,2.1410594239421017,1.0,-1.1410594239421017
1007,230,18,18,2.244682536799233,1.0,-1.2446825367992331
1006,230,18,16,2.244682536799233,1.0,-1.2446825367992331
956,230,8,6,2.244682536799233,1.0,-1.2446825367992331
