time,Mid,returns,lag_1,lag_2,lag_3,direction,position,strategy,strategy_tc
2021-01-30 13:20:00,37374.77,-0.0033951872073033035,1.0,1.0,0.0,-1,-1,0.0033951872073033035,-0.0016048127926966966
2021-01-30 13:40:00,37457.74,0.002217486330437302,0.0,1.0,1.0,1,1,0.002217486330437302,-0.002782513669562698
2021-01-30 14:00:00,38000.0,0.014372795550187036,1.0,0.0,1.0,1,1,0.014372795550187036,0.014372795550187036
2021-01-30 14:20:00,37927.36,-0.001913408346136261,1.0,1.0,0.0,-1,-1,0.001913408346136261,-0.003086591653863739
2021-01-30 14:40:00,38168.05,0.006326026830602417,0.0,1.0,1.0,1,1,0.006326026830602417,0.0013260268306024168
2021-01-30 15:00:00,37346.28,-0.021765469985849266,1.0,0.0,1.0,-1,-1,0.021765469985849266,0.016765469985849265
