,LMA,MinPrice,MaxPrice,Position,MARKET,STRATEGY,OUT
1231,260,7,3,,1.575018738820436,1.575018738820436,0.0
1229,260,5,19,,1.575018738820436,1.575018738820436,0.0
1239,260,7,19,,1.575018738820436,1.575018738820436,0.0
1228,260,5,17,,1.575018738820436,1.575018738820436,0.0
1227,260,5,15,,1.575018738820436,1.575018738820436,0.0
1226,260,5,13,,1.575018738820436,1.575018738820436,0.0
1225,260,5,11,,1.575018738820436,1.575018738820436,0.0
1224,260,5,9,,1.575018738820436,1.575018738820436,0.0
1223,260,5,7,,1.575018738820436,1.575018738820436,0.0
1222,260,5,5,,1.575018738820436,1.575018738820436,0.0
1238,260,7,17,,1.575018738820436,1.575018738820436,0.0
1240,260,9,1,,1.575018738820436,1.575018738820436,0.0
1258,260,11,17,,1.575018738820436,1.575018738820436,0.0
1250,260,11,1,,1.575018738820436,1.575018738820436,0.0
1257,260,11,15,,1.575018738820436,1.575018738820436,0.0
1256,260,11,13,,1.575018738820436,1.575018738820436,0.0
1255,260,11,11,,1.575018738820436,1.575018738820436,0.0
1254,260,11,9,,1.575018738820436,1.575018738820436,0.0
1253,260,11,7,,1.575018738820436,1.575018738820436,0.0
1252,260,11,5,,1.575018738820436,1.575018738820436,0.0
1251,260,11,3,,1.575018738820436,1.575018738820436,0.0
1249,260,9,19,,1.575018738820436,1.575018738820436,0.0
1241,260,9,3,,1.575018738820436,1.575018738820436,0.0
1248,260,9,17,,1.575018738820436,1.575018738820436,0.0
1247,260,9,15,,1.575018738820436,1.575018738820436,0.0
1246,260,9,13,,1.575018738820436,1.575018738820436,0.0
1245,260,9,11,,1.575018738820436,1.575018738820436,0.0
1244,260,9,9,,1.575018738820436,1.575018738820436,0.0
1243,260,9,7,,1.575018738820436,1.575018738820436,0.0
1242,260,9,5,,1.575018738820436,1.575018738820436,0.0
1139,240,7,19,,2.1410594239421017,2.1410594239421017,0.0
1138,240,7,17,,2.1410594239421017,2.1410594239421017,0.0
1137,240,7,15,,2.1410594239421017,2.1410594239421017,0.0
1056,220,11,13,,2.541048387237907,2.541048387237907,0.0
1034,220,7,9,,2.541048387237907,2.541048387237907,0.0
1033,220,7,7,,2.541048387237907,2.541048387237907,0.0
1032,220,7,5,,2.541048387237907,2.541048387237907,0.0
1031,220,7,3,,2.541048387237907,2.541048387237907,0.0
1030,220,7,1,,2.541048387237907,2.541048387237907,0.0
1029,220,5,19,,2.541048387237907,2.541048387237907,0.0
1028,220,5,17,,2.541048387237907,2.541048387237907,0.0
1027,220,5,15,,2.541048387237907,2.541048387237907,0.0
1026,220,5,13,,2.541048387237907,2.541048387237907,0.0
1025,220,5,11,,2.541048387237907,2.541048387237907,0.0
1024,220,5,9,,2.541048387237907,2.541048387237907,0.0
1023,220,5,7,,2.541048387237907,2.541048387237907,0.0
1022,220,5,5,,2.541048387237907,2.541048387237907,0.0
1021,220,5,3,,2.541048387237907,2.541048387237907,0.0
1020,220,5,1,,2.541048387237907,2.541048387237907,0.0
1019,220,3,19,,2.541048387237907,2.541048387237907,0.0
1018,220,3,17,,2.541048387237907,2.541048387237907,0.0
1035,220,7,11,,2.541048387237907,2.541048387237907,0.0
1036,220,7,13,,2.541048387237907,2.541048387237907,0.0
1037,220,7,15,,2.541048387237907,2.541048387237907,0.0
1047,220,9,15,,2.541048387237907,2.541048387237907,0.0
1054,220,11,9,,2.541048387237907,2.541048387237907,0.0
1053,220,11,7,,2.541048387237907,2.541048387237907,0.0
1052,220,11,5,,2.541048387237907,2.541048387237907,0.0
1051,220,11,3,,2.541048387237907,2.541048387237907,0.0
1050,220,11,1,,2.541048387237907,2.541048387237907,0.0
1049,220,9,19,,2.541048387237907,2.541048387237907,0.0
1048,220,9,17,,2.541048387237907,2.541048387237907,0.0
1046,220,9,13,,2.541048387237907,2.541048387237907,0.0
1038,220,7,17,,2.541048387237907,2.541048387237907,0.0
1045,220,9,11,,2.541048387237907,2.541048387237907,0.0
1044,220,9,9,,2.541048387237907,2.541048387237907,0.0
1043,220,9,7,,2.541048387237907,2.541048387237907,0.0
1042,220,9,5,,2.541048387237907,2.541048387237907,0.0
1041,220,9,3,,2.541048387237907,2.541048387237907,0.0
1040,220,9,1,,2.541048387237907,2.541048387237907,0.0
1039,220,7,19,,2.541048387237907,2.541048387237907,0.0
1017,220,3,15,,2.541048387237907,2.541048387237907,0.0
1016,220,3,13,,2.541048387237907,2.541048387237907,0.0
1015,220,3,11,,2.541048387237907,2.541048387237907,0.0
986,200,17,13,,2.8372619710603706,2.8372619710603706,0.0
993,200,19,7,,2.8372619710603706,2.8372619710603706,0.0
992,200,19,5,,2.8372619710603706,2.8372619710603706,0.0
991,200,19,3,,2.8372619710603706,2.8372619710603706,0.0
990,200,19,1,,2.8372619710603706,2.8372619710603706,0.0
989,200,17,19,,2.8372619710603706,2.8372619710603706,0.0
988,200,17,17,,2.8372619710603706,2.8372619710603706,0.0
987,200,17,15,,2.8372619710603706,2.8372619710603706,0.0
985,200,17,11,,2.8372619710603706,2.8372619710603706,0.0
995,200,19,11,,2.8372619710603706,2.8372619710603706,0.0
984,200,17,9,,2.8372619710603706,2.8372619710603706,0.0
983,200,17,7,,2.8372619710603706,2.8372619710603706,0.0
982,200,17,5,,2.8372619710603706,2.8372619710603706,0.0
981,200,17,3,,2.8372619710603706,2.8372619710603706,0.0
980,200,17,1,,2.8372619710603706,2.8372619710603706,0.0
979,200,15,19,,2.8372619710603706,2.8372619710603706,0.0
978,200,15,17,,2.8372619710603706,2.8372619710603706,0.0
994,200,19,9,,2.8372619710603706,2.8372619710603706,0.0
996,200,19,13,,2.8372619710603706,2.8372619710603706,0.0
1014,220,3,9,,2.541048387237907,2.541048387237907,0.0
1006,220,1,13,,2.541048387237907,2.541048387237907,0.0
1013,220,3,7,,2.541048387237907,2.541048387237907,0.0
1012,220,3,5,,2.541048387237907,2.541048387237907,0.0
1011,220,3,3,,2.541048387237907,2.541048387237907,0.0
1010,220,3,1,,2.541048387237907,2.541048387237907,0.0
1009,220,1,19,,2.541048387237907,2.541048387237907,0.0
1008,220,1,17,,2.541048387237907,2.541048387237907,0.0
1007,220,1,15,,2.541048387237907,2.541048387237907,0.0
1005,220,1,11,,2.541048387237907,2.541048387237907,0.0
997,200,19,15,,2.8372619710603706,2.8372619710603706,0.0
1004,220,1,9,,2.541048387237907,2.541048387237907,0.0
1003,220,1,7,,2.541048387237907,2.541048387237907,0.0
1002,220,1,5,,2.541048387237907,2.541048387237907,0.0
1001,220,1,3,,2.541048387237907,2.541048387237907,0.0
1000,220,1,1,,2.541048387237907,2.541048387237907,0.0
999,200,19,19,,2.8372619710603706,2.8372619710603706,0.0
998,200,19,17,,2.8372619710603706,2.8372619710603706,0.0
1055,220,11,11,,2.541048387237907,2.541048387237907,0.0
1057,220,11,15,,2.541048387237907,2.541048387237907,0.0
1136,240,7,13,,2.1410594239421017,2.1410594239421017,0.0
1058,220,11,17,,2.541048387237907,2.541048387237907,0.0
1115,240,3,11,,2.1410594239421017,2.1410594239421017,0.0
1114,240,3,9,,2.1410594239421017,2.1410594239421017,0.0
1113,240,3,7,,2.1410594239421017,2.1410594239421017,0.0
1112,240,3,5,,2.1410594239421017,2.1410594239421017,0.0
1111,240,3,3,,2.1410594239421017,2.1410594239421017,0.0
1110,240,3,1,,2.1410594239421017,2.1410594239421017,0.0
1109,240,1,19,,2.1410594239421017,2.1410594239421017,0.0
1108,240,1,17,,2.1410594239421017,2.1410594239421017,0.0
1107,240,1,15,,2.1410594239421017,2.1410594239421017,0.0
1106,240,1,13,,2.1410594239421017,2.1410594239421017,0.0
1105,240,1,11,,2.1410594239421017,2.1410594239421017,0.0
1104,240,1,9,,2.1410594239421017,2.1410594239421017,0.0
1103,240,1,7,,2.1410594239421017,2.1410594239421017,0.0
1102,240,1,5,,2.1410594239421017,2.1410594239421017,0.0
1101,240,1,3,,2.1410594239421017,2.1410594239421017,0.0
1100,240,1,1,,2.1410594239421017,2.1410594239421017,0.0
1099,220,19,19,,2.541048387237907,2.541048387237907,0.0
1116,240,3,13,,2.1410594239421017,2.1410594239421017,0.0
1117,240,3,15,,2.1410594239421017,2.1410594239421017,0.0
1118,240,3,17,,2.1410594239421017,2.1410594239421017,0.0
1128,240,5,17,,2.1410594239421017,2.1410594239421017,0.0
1135,240,7,11,,2.1410594239421017,2.1410594239421017,0.0
1134,240,7,9,,2.1410594239421017,2.1410594239421017,0.0
1133,240,7,7,,2.1410594239421017,2.1410594239421017,0.0
1132,240,7,5,,2.1410594239421017,2.1410594239421017,0.0
1131,240,7,3,,2.1410594239421017,2.1410594239421017,0.0
1130,240,7,1,,2.1410594239421017,2.1410594239421017,0.0
1129,240,5,19,,2.1410594239421017,2.1410594239421017,0.0
1127,240,5,15,,2.1410594239421017,2.1410594239421017,0.0
1119,240,3,19,,2.1410594239421017,2.1410594239421017,0.0
1126,240,5,13,,2.1410594239421017,2.1410594239421017,0.0
1125,240,5,11,,2.1410594239421017,2.1410594239421017,0.0
1124,240,5,9,,2.1410594239421017,2.1410594239421017,0.0
1123,240,5,7,,2.1410594239421017,2.1410594239421017,0.0
1122,240,5,5,,2.1410594239421017,2.1410594239421017,0.0
1121,240,5,3,,2.1410594239421017,2.1410594239421017,0.0
1120,240,5,1,,2.1410594239421017,2.1410594239421017,0.0
1098,220,19,17,,2.541048387237907,2.541048387237907,0.0
1097,220,19,15,,2.541048387237907,2.541048387237907,0.0
1096,220,19,13,,2.541048387237907,2.541048387237907,0.0
1067,220,13,15,,2.541048387237907,2.541048387237907,0.0
1074,220,15,9,,2.541048387237907,2.541048387237907,0.0
1073,220,15,7,,2.541048387237907,2.541048387237907,0.0
1072,220,15,5,,2.541048387237907,2.541048387237907,0.0
1071,220,15,3,,2.541048387237907,2.541048387237907,0.0
1070,220,15,1,,2.541048387237907,2.541048387237907,0.0
1069,220,13,19,,2.541048387237907,2.541048387237907,0.0
1068,220,13,17,,2.541048387237907,2.541048387237907,0.0
1066,220,13,13,,2.541048387237907,2.541048387237907,0.0
1076,220,15,13,,2.541048387237907,2.541048387237907,0.0
1065,220,13,11,,2.541048387237907,2.541048387237907,0.0
1064,220,13,9,,2.541048387237907,2.541048387237907,0.0
1063,220,13,7,,2.541048387237907,2.541048387237907,0.0
1062,220,13,5,,2.541048387237907,2.541048387237907,0.0
1061,220,13,3,,2.541048387237907,2.541048387237907,0.0
1060,220,13,1,,2.541048387237907,2.541048387237907,0.0
1059,220,11,19,,2.541048387237907,2.541048387237907,0.0
1075,220,15,11,,2.541048387237907,2.541048387237907,0.0
1077,220,15,15,,2.541048387237907,2.541048387237907,0.0
1095,220,19,11,,2.541048387237907,2.541048387237907,0.0
1087,220,17,15,,2.541048387237907,2.541048387237907,0.0
1094,220,19,9,,2.541048387237907,2.541048387237907,0.0
1093,220,19,7,,2.541048387237907,2.541048387237907,0.0
1092,220,19,5,,2.541048387237907,2.541048387237907,0.0
1091,220,19,3,,2.541048387237907,2.541048387237907,0.0
1090,220,19,1,,2.541048387237907,2.541048387237907,0.0
1089,220,17,19,,2.541048387237907,2.541048387237907,0.0
1088,220,17,17,,2.541048387237907,2.541048387237907,0.0
1086,220,17,13,,2.541048387237907,2.541048387237907,0.0
1078,220,15,17,,2.541048387237907,2.541048387237907,0.0
1085,220,17,11,,2.541048387237907,2.541048387237907,0.0
1084,220,17,9,,2.541048387237907,2.541048387237907,0.0
1083,220,17,7,,2.541048387237907,2.541048387237907,0.0
1082,220,17,5,,2.541048387237907,2.541048387237907,0.0
1081,220,17,3,,2.541048387237907,2.541048387237907,0.0
1080,220,17,1,,2.541048387237907,2.541048387237907,0.0
1079,220,15,19,,2.541048387237907,2.541048387237907,0.0
651,140,11,3,,2.990286603379763,2.990286603379763,0.0
650,140,11,1,,2.990286603379763,2.990286603379763,0.0
649,140,9,19,,2.990286603379763,2.990286603379763,0.0
203,60,1,7,,3.1717263065229746,3.1717263065229746,0.0
221,60,5,3,,3.1717263065229746,3.1717263065229746,0.0
220,60,5,1,,3.1717263065229746,3.1717263065229746,0.0
219,60,3,19,,3.1717263065229746,3.1717263065229746,0.0
218,60,3,17,,3.1717263065229746,3.1717263065229746,0.0
217,60,3,15,,3.1717263065229746,3.1717263065229746,0.0
216,60,3,13,,3.1717263065229746,3.1717263065229746,0.0
215,60,3,11,,3.1717263065229746,3.1717263065229746,0.0
214,60,3,9,,3.1717263065229746,3.1717263065229746,0.0
213,60,3,7,,3.1717263065229746,3.1717263065229746,0.0
212,60,3,5,,3.1717263065229746,3.1717263065229746,0.0
211,60,3,3,,3.1717263065229746,3.1717263065229746,0.0
210,60,3,1,,3.1717263065229746,3.1717263065229746,0.0
209,60,1,19,,3.1717263065229746,3.1717263065229746,0.0
208,60,1,17,,3.1717263065229746,3.1717263065229746,0.0
207,60,1,15,,3.1717263065229746,3.1717263065229746,0.0
206,60,1,13,,3.1717263065229746,3.1717263065229746,0.0
205,60,1,11,,3.1717263065229746,3.1717263065229746,0.0
222,60,5,5,,3.1717263065229746,3.1717263065229746,0.0
223,60,5,7,,3.1717263065229746,3.1717263065229746,0.0
224,60,5,9,,3.1717263065229746,3.1717263065229746,0.0
234,60,7,9,,3.1717263065229746,3.1717263065229746,0.0
241,60,9,3,,3.1717263065229746,3.1717263065229746,0.0
240,60,9,1,,3.1717263065229746,3.1717263065229746,0.0
239,60,7,19,,3.1717263065229746,3.1717263065229746,0.0
238,60,7,17,,3.1717263065229746,3.1717263065229746,0.0
237,60,7,15,,3.1717263065229746,3.1717263065229746,0.0
236,60,7,13,,3.1717263065229746,3.1717263065229746,0.0
235,60,7,11,,3.1717263065229746,3.1717263065229746,0.0
233,60,7,7,,3.1717263065229746,3.1717263065229746,0.0
225,60,5,11,,3.1717263065229746,3.1717263065229746,0.0
232,60,7,5,,3.1717263065229746,3.1717263065229746,0.0
231,60,7,3,,3.1717263065229746,3.1717263065229746,0.0
230,60,7,1,,3.1717263065229746,3.1717263065229746,0.0
229,60,5,19,,3.1717263065229746,3.1717263065229746,0.0
228,60,5,17,,3.1717263065229746,3.1717263065229746,0.0
227,60,5,15,,3.1717263065229746,3.1717263065229746,0.0
226,60,5,13,,3.1717263065229746,3.1717263065229746,0.0
204,60,1,9,,3.1717263065229746,3.1717263065229746,0.0
202,60,1,5,,3.1717263065229746,3.1717263065229746,0.0
324,80,5,9,,3.2833877179057525,3.2833877179057525,0.0
201,60,1,3,,3.1717263065229746,3.1717263065229746,0.0
180,40,17,1,,4.082824380258241,4.082824380258241,0.0
179,40,15,19,,4.082824380258241,4.082824380258241,0.0
178,40,15,17,,4.082824380258241,4.082824380258241,0.0
177,40,15,15,,4.082824380258241,4.082824380258241,0.0
176,40,15,13,,4.082824380258241,4.082824380258241,0.0
175,40,15,11,,4.082824380258241,4.082824380258241,0.0
174,40,15,9,,4.082824380258241,4.082824380258241,0.0
173,40,15,7,,4.082824380258241,4.082824380258241,0.0
172,40,15,5,,4.082824380258241,4.082824380258241,0.0
171,40,15,3,,4.082824380258241,4.082824380258241,0.0
170,40,15,1,,4.082824380258241,4.082824380258241,0.0
169,40,13,19,,4.082824380258241,4.082824380258241,0.0
168,40,13,17,,4.082824380258241,4.082824380258241,0.0
167,40,13,15,,4.082824380258241,4.082824380258241,0.0
166,40,13,13,,4.082824380258241,4.082824380258241,0.0
165,40,13,11,,4.082824380258241,4.082824380258241,0.0
164,40,13,9,,4.082824380258241,4.082824380258241,0.0
181,40,17,3,,4.082824380258241,4.082824380258241,0.0
182,40,17,5,,4.082824380258241,4.082824380258241,0.0
183,40,17,7,,4.082824380258241,4.082824380258241,0.0
193,40,19,7,,4.082824380258241,4.082824380258241,0.0
200,60,1,1,,3.1717263065229746,3.1717263065229746,0.0
199,40,19,19,,4.082824380258241,4.082824380258241,0.0
198,40,19,17,,4.082824380258241,4.082824380258241,0.0
197,40,19,15,,4.082824380258241,4.082824380258241,0.0
196,40,19,13,,4.082824380258241,4.082824380258241,0.0
195,40,19,11,,4.082824380258241,4.082824380258241,0.0
194,40,19,9,,4.082824380258241,4.082824380258241,0.0
192,40,19,5,,4.082824380258241,4.082824380258241,0.0
184,40,17,9,,4.082824380258241,4.082824380258241,0.0
191,40,19,3,,4.082824380258241,4.082824380258241,0.0
190,40,19,1,,4.082824380258241,4.082824380258241,0.0
189,40,17,19,,4.082824380258241,4.082824380258241,0.0
188,40,17,17,,4.082824380258241,4.082824380258241,0.0
187,40,17,15,,4.082824380258241,4.082824380258241,0.0
186,40,17,13,,4.082824380258241,4.082824380258241,0.0
185,40,17,11,,4.082824380258241,4.082824380258241,0.0
242,60,9,5,,3.1717263065229746,3.1717263065229746,0.0
243,60,9,7,,3.1717263065229746,3.1717263065229746,0.0
244,60,9,9,,3.1717263065229746,3.1717263065229746,0.0
245,60,9,11,,3.1717263065229746,3.1717263065229746,0.0
302,80,1,5,,3.2833877179057525,3.2833877179057525,0.0
301,80,1,3,,3.2833877179057525,3.2833877179057525,0.0
300,80,1,1,,3.2833877179057525,3.2833877179057525,0.0
299,60,19,19,,3.1717263065229746,3.1717263065229746,0.0
298,60,19,17,,3.1717263065229746,3.1717263065229746,0.0
297,60,19,15,,3.1717263065229746,3.1717263065229746,0.0
296,60,19,13,,3.1717263065229746,3.1717263065229746,0.0
295,60,19,11,,3.1717263065229746,3.1717263065229746,0.0
294,60,19,9,,3.1717263065229746,3.1717263065229746,0.0
293,60,19,7,,3.1717263065229746,3.1717263065229746,0.0
292,60,19,5,,3.1717263065229746,3.1717263065229746,0.0
291,60,19,3,,3.1717263065229746,3.1717263065229746,0.0
290,60,19,1,,3.1717263065229746,3.1717263065229746,0.0
289,60,17,19,,3.1717263065229746,3.1717263065229746,0.0
288,60,17,17,,3.1717263065229746,3.1717263065229746,0.0
287,60,17,15,,3.1717263065229746,3.1717263065229746,0.0
286,60,17,13,,3.1717263065229746,3.1717263065229746,0.0
303,80,1,7,,3.2833877179057525,3.2833877179057525,0.0
304,80,1,9,,3.2833877179057525,3.2833877179057525,0.0
305,80,1,11,,3.2833877179057525,3.2833877179057525,0.0
315,80,3,11,,3.2833877179057525,3.2833877179057525,0.0
322,80,5,5,,3.2833877179057525,3.2833877179057525,0.0
321,80,5,3,,3.2833877179057525,3.2833877179057525,0.0
320,80,5,1,,3.2833877179057525,3.2833877179057525,0.0
319,80,3,19,,3.2833877179057525,3.2833877179057525,0.0
318,80,3,17,,3.2833877179057525,3.2833877179057525,0.0
317,80,3,15,,3.2833877179057525,3.2833877179057525,0.0
316,80,3,13,,3.2833877179057525,3.2833877179057525,0.0
314,80,3,9,,3.2833877179057525,3.2833877179057525,0.0
306,80,1,13,,3.2833877179057525,3.2833877179057525,0.0
313,80,3,7,,3.2833877179057525,3.2833877179057525,0.0
312,80,3,5,,3.2833877179057525,3.2833877179057525,0.0
311,80,3,3,,3.2833877179057525,3.2833877179057525,0.0
310,80,3,1,,3.2833877179057525,3.2833877179057525,0.0
309,80,1,19,,3.2833877179057525,3.2833877179057525,0.0
308,80,1,17,,3.2833877179057525,3.2833877179057525,0.0
307,80,1,15,,3.2833877179057525,3.2833877179057525,0.0
285,60,17,11,,3.1717263065229746,3.1717263065229746,0.0
284,60,17,9,,3.1717263065229746,3.1717263065229746,0.0
283,60,17,7,,3.1717263065229746,3.1717263065229746,0.0
254,60,11,9,,3.1717263065229746,3.1717263065229746,0.0
261,60,13,3,,3.1717263065229746,3.1717263065229746,0.0
260,60,13,1,,3.1717263065229746,3.1717263065229746,0.0
259,60,11,19,,3.1717263065229746,3.1717263065229746,0.0
258,60,11,17,,3.1717263065229746,3.1717263065229746,0.0
257,60,11,15,,3.1717263065229746,3.1717263065229746,0.0
256,60,11,13,,3.1717263065229746,3.1717263065229746,0.0
255,60,11,11,,3.1717263065229746,3.1717263065229746,0.0
253,60,11,7,,3.1717263065229746,3.1717263065229746,0.0
263,60,13,7,,3.1717263065229746,3.1717263065229746,0.0
252,60,11,5,,3.1717263065229746,3.1717263065229746,0.0
251,60,11,3,,3.1717263065229746,3.1717263065229746,0.0
250,60,11,1,,3.1717263065229746,3.1717263065229746,0.0
249,60,9,19,,3.1717263065229746,3.1717263065229746,0.0
248,60,9,17,,3.1717263065229746,3.1717263065229746,0.0
247,60,9,15,,3.1717263065229746,3.1717263065229746,0.0
246,60,9,13,,3.1717263065229746,3.1717263065229746,0.0
262,60,13,5,,3.1717263065229746,3.1717263065229746,0.0
264,60,13,9,,3.1717263065229746,3.1717263065229746,0.0
282,60,17,5,,3.1717263065229746,3.1717263065229746,0.0
274,60,15,9,,3.1717263065229746,3.1717263065229746,0.0
281,60,17,3,,3.1717263065229746,3.1717263065229746,0.0
280,60,17,1,,3.1717263065229746,3.1717263065229746,0.0
279,60,15,19,,3.1717263065229746,3.1717263065229746,0.0
278,60,15,17,,3.1717263065229746,3.1717263065229746,0.0
277,60,15,15,,3.1717263065229746,3.1717263065229746,0.0
276,60,15,13,,3.1717263065229746,3.1717263065229746,0.0
275,60,15,11,,3.1717263065229746,3.1717263065229746,0.0
273,60,15,7,,3.1717263065229746,3.1717263065229746,0.0
265,60,13,11,,3.1717263065229746,3.1717263065229746,0.0
272,60,15,5,,3.1717263065229746,3.1717263065229746,0.0
271,60,15,3,,3.1717263065229746,3.1717263065229746,0.0
270,60,15,1,,3.1717263065229746,3.1717263065229746,0.0
269,60,13,19,,3.1717263065229746,3.1717263065229746,0.0
268,60,13,17,,3.1717263065229746,3.1717263065229746,0.0
267,60,13,15,,3.1717263065229746,3.1717263065229746,0.0
266,60,13,13,,3.1717263065229746,3.1717263065229746,0.0
163,40,13,7,,4.082824380258241,4.082824380258241,0.0
162,40,13,5,,4.082824380258241,4.082824380258241,0.0
161,40,13,3,,4.082824380258241,4.082824380258241,0.0
80,20,17,1,,4.557127971426597,4.557127971426597,0.0
58,20,11,17,,4.557127971426597,4.557127971426597,0.0
57,20,11,15,,4.557127971426597,4.557127971426597,0.0
56,20,11,13,,4.557127971426597,4.557127971426597,0.0
55,20,11,11,,4.557127971426597,4.557127971426597,0.0
54,20,11,9,,4.557127971426597,4.557127971426597,0.0
53,20,11,7,,4.557127971426597,4.557127971426597,0.0
52,20,11,5,,4.557127971426597,4.557127971426597,0.0
51,20,11,3,,4.557127971426597,4.557127971426597,0.0
50,20,11,1,,4.557127971426597,4.557127971426597,0.0
49,20,9,19,,4.557127971426597,4.557127971426597,0.0
48,20,9,17,,4.557127971426597,4.557127971426597,0.0
47,20,9,15,,4.557127971426597,4.557127971426597,0.0
46,20,9,13,,4.557127971426597,4.557127971426597,0.0
45,20,9,11,,4.557127971426597,4.557127971426597,0.0
44,20,9,9,,4.557127971426597,4.557127971426597,0.0
43,20,9,7,,4.557127971426597,4.557127971426597,0.0
42,20,9,5,,4.557127971426597,4.557127971426597,0.0
59,20,11,19,,4.557127971426597,4.557127971426597,0.0
60,20,13,1,,4.557127971426597,4.557127971426597,0.0
61,20,13,3,,4.557127971426597,4.557127971426597,0.0
71,20,15,3,,4.557127971426597,4.557127971426597,0.0
78,20,15,17,,4.557127971426597,4.557127971426597,0.0
77,20,15,15,,4.557127971426597,4.557127971426597,0.0
76,20,15,13,,4.557127971426597,4.557127971426597,0.0
75,20,15,11,,4.557127971426597,4.557127971426597,0.0
74,20,15,9,,4.557127971426597,4.557127971426597,0.0
73,20,15,7,,4.557127971426597,4.557127971426597,0.0
72,20,15,5,,4.557127971426597,4.557127971426597,0.0
70,20,15,1,,4.557127971426597,4.557127971426597,0.0
62,20,13,5,,4.557127971426597,4.557127971426597,0.0
69,20,13,19,,4.557127971426597,4.557127971426597,0.0
68,20,13,17,,4.557127971426597,4.557127971426597,0.0
67,20,13,15,,4.557127971426597,4.557127971426597,0.0
66,20,13,13,,4.557127971426597,4.557127971426597,0.0
65,20,13,11,,4.557127971426597,4.557127971426597,0.0
64,20,13,9,,4.557127971426597,4.557127971426597,0.0
63,20,13,7,,4.557127971426597,4.557127971426597,0.0
41,20,9,3,,4.557127971426597,4.557127971426597,0.0
40,20,9,1,,4.557127971426597,4.557127971426597,0.0
39,20,7,19,,4.557127971426597,4.557127971426597,0.0
10,20,3,1,,4.557127971426597,4.557127971426597,0.0
17,20,3,15,,4.557127971426597,4.557127971426597,0.0
16,20,3,13,,4.557127971426597,4.557127971426597,0.0
15,20,3,11,,4.557127971426597,4.557127971426597,0.0
14,20,3,9,,4.557127971426597,4.557127971426597,0.0
13,20,3,7,,4.557127971426597,4.557127971426597,0.0
12,20,3,5,,4.557127971426597,4.557127971426597,0.0
11,20,3,3,,4.557127971426597,4.557127971426597,0.0
9,20,1,19,,4.557127971426597,4.557127971426597,0.0
19,20,3,19,,4.557127971426597,4.557127971426597,0.0
8,20,1,17,,4.557127971426597,4.557127971426597,0.0
7,20,1,15,,4.557127971426597,4.557127971426597,0.0
6,20,1,13,,4.557127971426597,4.557127971426597,0.0
5,20,1,11,,4.557127971426597,4.557127971426597,0.0
4,20,1,9,,4.557127971426597,4.557127971426597,0.0
3,20,1,7,,4.557127971426597,4.557127971426597,0.0
2,20,1,5,,4.557127971426597,4.557127971426597,0.0
18,20,3,17,,4.557127971426597,4.557127971426597,0.0
20,20,5,1,,4.557127971426597,4.557127971426597,0.0
38,20,7,17,,4.557127971426597,4.557127971426597,0.0
30,20,7,1,,4.557127971426597,4.557127971426597,0.0
37,20,7,15,,4.557127971426597,4.557127971426597,0.0
36,20,7,13,,4.557127971426597,4.557127971426597,0.0
35,20,7,11,,4.557127971426597,4.557127971426597,0.0
34,20,7,9,,4.557127971426597,4.557127971426597,0.0
33,20,7,7,,4.557127971426597,4.557127971426597,0.0
32,20,7,5,,4.557127971426597,4.557127971426597,0.0
31,20,7,3,,4.557127971426597,4.557127971426597,0.0
29,20,5,19,,4.557127971426597,4.557127971426597,0.0
21,20,5,3,,4.557127971426597,4.557127971426597,0.0
28,20,5,17,,4.557127971426597,4.557127971426597,0.0
27,20,5,15,,4.557127971426597,4.557127971426597,0.0
26,20,5,13,,4.557127971426597,4.557127971426597,0.0
25,20,5,11,,4.557127971426597,4.557127971426597,0.0
24,20,5,9,,4.557127971426597,4.557127971426597,0.0
23,20,5,7,,4.557127971426597,4.557127971426597,0.0
22,20,5,5,,4.557127971426597,4.557127971426597,0.0
79,20,15,19,,4.557127971426597,4.557127971426597,0.0
81,20,17,3,,4.557127971426597,4.557127971426597,0.0
160,40,13,1,,4.082824380258241,4.082824380258241,0.0
82,20,17,5,,4.557127971426597,4.557127971426597,0.0
139,40,7,19,,4.082824380258241,4.082824380258241,0.0
138,40,7,17,,4.082824380258241,4.082824380258241,0.0
137,40,7,15,,4.082824380258241,4.082824380258241,0.0
136,40,7,13,,4.082824380258241,4.082824380258241,0.0
135,40,7,11,,4.082824380258241,4.082824380258241,0.0
134,40,7,9,,4.082824380258241,4.082824380258241,0.0
133,40,7,7,,4.082824380258241,4.082824380258241,0.0
132,40,7,5,,4.082824380258241,4.082824380258241,0.0
131,40,7,3,,4.082824380258241,4.082824380258241,0.0
130,40,7,1,,4.082824380258241,4.082824380258241,0.0
129,40,5,19,,4.082824380258241,4.082824380258241,0.0
128,40,5,17,,4.082824380258241,4.082824380258241,0.0
127,40,5,15,,4.082824380258241,4.082824380258241,0.0
126,40,5,13,,4.082824380258241,4.082824380258241,0.0
125,40,5,11,,4.082824380258241,4.082824380258241,0.0
124,40,5,9,,4.082824380258241,4.082824380258241,0.0
123,40,5,7,,4.082824380258241,4.082824380258241,0.0
140,40,9,1,,4.082824380258241,4.082824380258241,0.0
141,40,9,3,,4.082824380258241,4.082824380258241,0.0
142,40,9,5,,4.082824380258241,4.082824380258241,0.0
152,40,11,5,,4.082824380258241,4.082824380258241,0.0
159,40,11,19,,4.082824380258241,4.082824380258241,0.0
