trade_id,<CLOSE>,size,time,bid,ask,volume,std_dev
160736376,49344.23,0.00201649,2021-04-24T15:17:21.520604Z,49344.22,49344.23,16305.72389,45.57091923
160736524,49310.88,0.00499949,2021-04-24T15:17:51.98187Z,49301.56,49309.18,16310.89704,33.93028817
160736650,49334.49,0.00201873,2021-04-24T15:18:21.197375Z,49334.48,49334.49,16310.89704,19.04595977
160736790,49341.8,0.00047407,2021-04-24T15:18:51.966109Z,49333.25,49341.8,16318.18595,12.14874906
160736916,49367.11,0.00397284,2021-04-24T15:19:21.18174Z,49366.5,49370.5,16321.59194,18.07747481
160737023,49309.03,0.00296558,2021-04-24T15:19:50.640382Z,49309.02,49309.03,16321.59194,21.47759893
160737137,49279.68,0.00116868,2021-04-24T15:20:21.581238Z,49277.08,49277.09,16324.86857,29.81404058
160737251,49262.34,0.01,2021-04-24T15:20:51.694235Z,49262.34,49262.35,16324.86857,38.58670931
160737349,49251.26,0.00195971,2021-04-24T15:21:21.972172Z,49251.25,49251.26,16330.81794,41.48501252
160737485,49312.95,0.06772556,2021-04-24T15:21:51.771324Z,49308.9,49308.92,16332.47013,24.57574202
